
1,Have been using Turbo Tax for years.  I always do my taxes for myself and family and friends.  I once tried HR Block and did not come close years ago.  Why change company when I have been satisfied year after year.

1,"A lot of features for not a lot of price, it does have a bit of a learning curve but they provide a lot of lessons and guidance on how to use each feature. If you have any background with video editing, this offers an easy step into some useful task, though not entirely advanced compared to other programs. I'd heartily suggest it for people who aren't willing or interested to jump in to the more professional programs, or are interested but they're budget isn't--but who want to have more creative possibilities than what a basic program like Windows Movie Maker or lower end/price programs. This is also a really good stepping stool for those higher end products. Get to know basics and exploration on this, then if and when you find you come to the end of what it offers, move on. The expensive programs really are overkill for the great majority of people (and I say this as someone who has the Adobe suite and realize that even as an educator I'm paying more than what I reasonably need to use).

Great middle ground software that would fit most people's needs and spark a lot of creative development"

0.5,"Corel Home Office comes with many fine features and a light imprint that allows it to be an excell;ent app for the popular netbook devices. It is clear, thou, that this product means to compete with Microsoft's Works 9.0 product. In spite of the fact that Home Office comes with a handy document map/tabl;e of contents feature, there is no reason  to buy this product over Works that retails at more than half the price. The idea of making the product only for netbooks is a serious error for Coirel and one that hurts the customer most of all. Not every family owns or needs a netbook and, since this product will not work on full-sized computers without erasing the flash drive, the home user stands to lose a lot for a hefty price of $69.99. Corel is known for  its excellent products and this is certainly one of them, a quiet excellent program that has features much beyond the scope of Works 9 and, if properly used, can provide a simple alternative to either MS Word or Wordperfect. All in all, I recommend this program for netbook users only. It more than equals Works in functionality and it intuitive interface. Check out the Corel site before buying this. I took one star off for the complexity of the installation and the lack of any help from Corel to indicate which kind of hardware that this suite was defined for.<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Works-9-0/dp/B000Q6ZK3K/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Works 9.0</a>"

1,I CAN FINALLY GET RID OF MY USB / STRAINER COMBO OUT OF MY WINDOW...THE SIGNALS I GOT BEFORE WERE 1/2 BARS ..NOW THOSE ARE 4/5 AND I HAVE NUMEROUS SIGNALS I NEVER RECEIVED BEFORE...HAVENT TRIED ANY DOWNLOADS YET BUT SO FAR THIS SET UP ROCKS...THANK YOU

1,Great find.  Seller stellar.  Need more.

0.5,"Whilst trivial, the one item I liked the most on this issue of ULEAD is the  capture capability from DVDs through windvd 8. This output file was generally a bmp, and MEDIAONE editor allowed a file to be converted to a smaller file with the same quality.
The Central testing area I used is the capture area, since it has the most widespread use in media. There are 7 tools in the Capture Video Tool, and I took a music track and inserted this audio track first. Then I placed a selection of Pictures and movie files from Various sources (such as Windvd 8's capture feature, and the sample media I can gather from other DVDs) and defined the time sequences for each photo or media( The ability to  extend the picture duration out, as well as the video works well in this medium).And after the projext is complete, you can output the project to a pure digital file, or to a DVD using the system. ULEAD can capture from any digital source, and output to any digital source. About the only additional thing I would use is the free application ""Quick Media Converter"" which makes various media files available to ULEAD, as well as from ULEAD.
ULEAD makes the basis for an excellent digital editing system , and in this package the bonus of windvd 8 Silver makes for the best viewer of digital output... the audio quality alone makes the whole thing totally worthwhile, and wether you use it with Bought DVDs or DVDs you mixed down yourself, the audio quality is superb."

1,Works well for PC's that are not equipped with Bluetooth. Plug & Play on Windows products.

0.5,"This is my 21st review and completed adventure in the Nancy Drew series.

First, I'd like to start by dividing my review into two factions.
1) The game itself
2) My personal detective work.

* PART 1 *

PLOT: A fierce blizzard at a Wisconsin ski resort has Nancy Drew holed-up with a handful of vacationers. She is on the trail of a missing journal of Marie Antoinette's that would lead to a sacred treasure hidden by the ill-fated queen back in the 18th century. Her sanctuary was the Chteau Rochemont in France relocated & rebuilt by a chocolate milk tycoon in America.  I found it generally interesting to be able to explore the monstrosity that was the castle, but later became irritated by the tasks that had me zipping all over the place with a clunky interface.

INITIAL SCORE: 88

CHARACTERS:

Dexter Egan: This was one of the more interesting characters that HER has ever produced as it showed the light and dark side of a man growing up as an adopted child by the millionaire, Ezra Wickford. Ezra had such affection for the boy Dexter [spelling bee champion, volunteer work during WW2 era]  until he felt he could no longer trust him with his future estate based on criminal fraud convictions. Great plot line and I loved the two journals in the secret study!

Jacques Brunais: He was sappy right from the start! I was very surprised that HER had the character end relations with Nancy on such a horrible note, but I actually LIKED that story derivative!  It showed the live emotions of irrational people [like in real life].

Lisa Ostrum: Usually when a shady past is shoved in your face early in the storyline, that is a sign that this isn't the culprit.  I had Lisa pegged as my # 1 suspect only because the other characters were pressed into showing their flaws throughout the adventure too thoroughly and I had reasons to think they HAD problems, but they weren't directly related to the vandalism. Tara V. Smith [who voiced Lisa] did a fine job, but it sounded rather cartoonish also [like a Peanuts character] and I found it hard to take this photojournalist seriously.

Professor Beatrice Hotchkiss: God, this woman was something else. I loved the HER comedy bit with the fifty chicken legs and probably would never had done most of  the chores she asked out of shock she would ever impose this on me.  I doubt I would have been so forthcoming with her as the ND did, because she was just as much a suspect as anyone else there.

Ned/Bess/George: The voice actors [Claire Gallagher & Maureen Nelson] sounded like they were reading scripts because half of the dialogue didn't flow naturally, but the written dialogue did make me laugh.  Lani Minella actually laughed in this one which is a rare event in ND games. You can check her talent out on a youtube video I recently found! http://www.youtube.com/watch?v=Zm1BGVfqWC0

CUMUL SCORE: - 1 = 87

SCORE/GRAPHICS/SOUND EFFECTS:
The score was an excellent rendition of a classic, upscale French Society in the Age Of Reason.  It's light, lilting works trickled along amidst fine backings from harpsichords & strings.  The sound effects were adequate and the castle scenery was a solid job by the designers for the year it was made.

CUMUL SCORE: + 1 = 88

PUZZLES/MINI-GAMES: I didn't find many in the game except locker combinations, lever & slider puzzles, but it was okay for what the game provided. Uniqueness and mini games would come in later ND editions.

CUMUL SCORE: - 1 = 87

ADVENTURE ENDING: The way the culprit was caught was rather odd and unsatisfactory. I was confused on what exactly happened and scoffed at the simple and unexplainable way I had to catch them. Perhaps some French punishment should have been introduced :) instead. The climax in the Royal Tower was spectacular on a visual level and again you had to pay close attention to Nancy's notes regarding what happened to everyone in the conclusion.  BTW: How is Nancy able to bounce around the castle in a good mood after being knocked unconscious hours earlier? Seems rather ridiculous to me.

CUMUL SCORE: - 1 = 86

* PART 2 *

I try to solve cases without any hints, walkthroughs, etc, even if it were to
take weeks! Well, it took me two days [7 hours] and I gave myself a
Detective Score Of : 82

My Strong Points: I guessed the culprit and have been on quite a run lately [14 correct out of 21 games]. I seemed to assimilate into the plot pretty well without being fooled into believing any side story that would skew my detective work. The puzzles were simple to complete and I noticed that similar puzzles were placed in later games.  I was able to deduce that I had to start the ski lift in order to be saved from the cold weather!

My Weak Points: A walkthrough was used only a couple times just to check my game flow because HER had a sloppy time integrating the ""incident trigger tree"" properly.  In layman's terms, I completed tasks a couple hours ahead due to my prowess only to find out later that the character was still wondering how to do the SAME events just accomplished by asking other people!

OVERALL GAME SCORE: 86 + 82/ 2 = 84 [ B ]

BOTTOMLINE: I saw more written dialogue glitches [Bess [I believe] said ""someting"" instead of someTHING]. Overall, I learned only a bit more French history than I knew already, but for children, this is a fine starter education of European society.  I recommend it for that, but compared to the future games, it was rather simplistic.

Thus far, on my list of the 21 completed ND games, TREASURE ranks.... # 5 !!!!!

1) GHOST DOGS OF MOON LAKE * 88.5
2) THE SHATTERED MEDALLION * 87
3) GHOST OF THORNTON HALL * 86.5
4) HAUNTING CASTLE MALLOY * 85.5
5) TREASURE ROYAL TOWER  * 84
6) HAUNTED CAROUSEL  * 83
7) WHITE WOLF ICICLE CREEK * 82.5
8) DANGER DECEPTION ISLAND * 81
9) MESSAGE HAUNTED MANSION * 80
10) WARNINGS AT WAVERLY * 78
11) SHADOW AT WATER'S EDGE * 77.5
12) THE CAPTIVE CURSE * 77
13) SECRET SHADOW RANCH * 76
14) TRAIL OF THE TWISTER * 72
15) PHANTOM OF VENICE * 71.5
16) TOMB OF THE LOST QUEEN * 71
17) THE SILENT SPY * 70.5
18) CURSE BLACKMOOR MANOR * 70
19) ALIBI IN ASHES * 69.5
20) THE DEADLY DEVICE * 69
21) SECRETS CAN KILL [REMAST] * 68"

0,"This product does what it should do.  The reason I gave it a 3 instead of a 5 star rating is due to the constant upgrade notices to try and get you to buy a more expensive product!!!  Support is lacking unless you want to pay for an upgrade or resort to a user community to find assistance.  NOT what I would expect from this product!!!  I have used it for over 20 years and this is the first time I have had this much push for an upgrade!!

Apparently the term ""Deluxe"" means ""upsell time"".

If you do not own a business or have extensive stock trades, this product will do the job."

-1,"So far, I am not impressed. It did arrive quickly, but it does not work for us. I followed the instructions to a ""T"" several times on several devices and it would not connect. I started skeptical because there is no product on Amazon that has 300 reviews and every one is 5 stars. This is literally the 2nd 1-star review (and I think the other person was wise for not purchasing).  I've grown even more skeptical and plan on returning this product unless someone from Opticover is willing to help out."

-1,"Excel:
Does not allow you to copy and paste sometimes. I later found out it's related to having many Excels open.
Clicking the lower edge of a cell will navigate to the end of the sheet.
Does not allow you to paste into visible cells only, despite having this setting selected.
Shortening long numbers by default
Does not save, unable to edit a cell. Freezes.
Constantly freezes, unable to copy, close, or open anything. The only way out is to close all the windows and restart, or end task.
Mangles special characters and eff me over on more than a few occasions. Why would the default encoding be Western instead of UTF-8??
Returning false positive in Conditional Formating when highlighting duplicate values.
Opening a new window will minimize it (the new window)

Outlook:
Minimizes a newly opened window.
Folder pane disappears for no reason, unable to go back to Mail from Calendar.
Cannot search for emails using part of the senders domain, would have to provide the entire domain.
It updated and then it says ""this app can't run on your pc""
Run indexing in the middle of the day, preventing search results to fully return.
Crashes constantly."

1,"Installed Windows 7 on a 2006 Dell XPS 400 with 2.8 Ghz CPU and 3 Ggb of RAM.  At first it trashed my machine.  Almost every website would message ""website not responding, recover webpage"".  Thinking there was a conflict somewhere, I tried everything to fix it.  Finally, I bought additional RAM from Amazon and replaced two 512 Mg memory chips with 1 Gb chips.  Problem solved.  Notwithstanding that Microsoft advises a minimum of 2 Gb of RAM, I suggest not running Windows 7 unless you have at least 4 Gb.  Memory is cheap.  It only cost $20 to upgrade.  However, be advised that some software that ran on XP will not run on Windows 7."

1,"This update has some changes of course.  It has had some issues though, at least with my installation.  Works great but some updates had the computer acting weird, but they did work finally and with no real issue or intervention on my part.  Great recordkeeping and keeps all old data intact through the update process."

-1,"Hated it, and here are 3 of my 10 reasons:

1. Cant import income in bulk.  In other words, if you have an excel file with 500 expenses, (with date, description, and time), youll have to type in each item individually, doing 1,500 entries.  Barf.
2. Cant paste what youve copied from elsewhere
3. They hide too much.  In other word, in most cases, they don't allow you to see all of the things youve already put in so that you can easily change it"

0.5,So far so good but it takes two downloads to get the entire program.

-1,"After faithfully backing up my hard disc to recovery points for almost a year I tried to do a system restore last night.  The first time failed and said that the registry entries had been corrupted.  The 2nd time I went to a restore point earilier and there were still corrupted registry entries, but it worked better.  Now certain programs won't launch, those that do seem slower.  I'm not certain that reinstalling the software that won't launch will be sufficeint to solve the problem.

I don't reccommend this software.  Fortunately I had backed up my data files to an external hard drive, so if I have to reinstall Windows I've not lost my irreplacable photos.  What I ahve lost is hours and hours of time, time that I would have perfered using to create my digital art instead."

1,"I bought this gadget to be able to detect and avoid wifi, as wifi gives me headaches, nausea and heart disturbances. I carry this in my purse and it is an easy way to figure out what the strength of the wifi signals are. [...]
If this item is not available there are others like it on Amazon, do a search on WiFi detectors, or a RF field meter can be obtained, such as an Electrosmog Meter."

1,"After an audit in 2006, we really needed to keep our records in order. It is one of the biggest business chores you need to stay on top of. Especially for solo small business owners.

Although everything was in order, keeping track of all those receipts, invoices, vendor records, ect... was absolutely overwhelming. Especially when you are trying to run the daily operations of your business.

Trust me when I say, ""being audited is no fun and is a scary thing to go thru"". We were lucky to have gotten a a good agent to deal with and was enough patient with us. This is definitely not the case with most.

I do like this software very much, but the software is only as good as the one who is inputting the data.

Installation was simple without any issues. We upgraded from the 2009 Pro version. However, we are still running older versions of other software because we trust them and they work for us... so far.

Windows XP Pro SP3
Microsoft Office 2007

The file attachment feature is great, mainly because we can attach receipts and invoices to individual accounts and helps pinpoint our expenditures and operational costs, i.e. fuel, motel, food, vehichle repair and maintenance, etc...

Although this is a new install, only 2 months, thoroughly, we have not put it through the ringer yet. As we are progressive in using more of the features, we will update our review.

Overall, I am completely satified with this software and hope that it will be a functional tool for our record keeping. Because an audit is a huge distraction, causes much mental anguish, and is terrible waste of valuable time."

0,"The Norton Anti-Theft is easy to use thanks to 1-click operation.  It employs the most accurate available technology that allows to track up to 3 laptops, PCs, Android phones and tablets (devices) by providing their location to be viewed online especially useful in case of their loss or theft.  However, the location can be inaccurate, if GPS and Wi-Fi were unavailable. The tracking can be stopped and it can be uninstalled after successfully logging as the device's administrator, but that may not be easy. A photo of the thief can be taken using the laptop's webcam, but the feature is useless in desktops lacking cameras.  A file protection is not provided. Inferior to some competitors."

1,"I have been using Quicken since it was a DOS version and it gets better each year, it is a great program and can be as simple or as complex as your needs may require. Highly recommend, I would use no other finiancial software. I have been a Beta tester for Quicken and each version gets easier to use, especially the 2009 version of Quicken Premiere."

1,"I have been through the lot! THIS IS THE BEST COMPREHENSIVE SECURITY SUITE I EVER HAD! And I had them all...(well, almost)

For years I sweared by NORTON - until two years ago it got so heavy and demanding it slowed my computer to a crawl. Then I gave McAFEE Internet Security a try which, although lighter, pestered me with pop-up messages. When that license expired I gave KASPERSKY Internet Security a try: real secure feeling and detailed settings control; however, a number of internet applications, although given full internet access, were slowed to a trickle.

About a month ago I downloaded the AVG INTERNET SECURITY as a 30-day trial. Not two weeks had passed and I decided that THIS IS THE ONE!

Light, heuristically effective (it even found a malware that KASPESKY failed to locate - and KASPERSKY has the best reputation on cleaning out everything!), no conflicts, email integration (although not with ThunderBird yet, a minor glitch), excellent AI and quiet.

It may seem a bit pricey, yet keep in mind that it comes with a 2 YEAR license, not the usual 12 months that most other Security applications come with.

HIGHLY RECOMMENDED!

UPDATE [April 26, 2008]: AVG offered the FREE option to upgrade to v8.0 for the remainder of the license to every customer that had bought v7.5. Now, THIS is a company that knows how to built customer loyalty!"

0.5,"I used the Windows 7 Home Premium first as an upgrade and then as a clean install.

UPGRADE

As an upgrade from Vista Home Premium, it was seemless. I first used Windows 7 Adviser (download available free from Microsoft) to see which version of Windows 7 is right for me. One cannot upgrade willy nilly from any version of Windows to any version of Windows 7. Then, I used Windows Easy Transfer to migrate my data to an external hard drive. I don't think I needed Easy Transfer for the upgrade from Vista, but it came in useful later, when I had to do a clean install.

Upgrading went very smoothly. I retained all my software and settings. I really loved how easy it was.

WINDOWS EASY TRANSFER

It may interest some of you to know sysprep will not work on a computer with an OEM version of Vista with a paid upgrade to Windows 7. I could not even perform a Windows repair with the full version disk. Nope. Once I changed out my motherboard and CPU, I had to use this full version to do a clean install, after which I ran Windows Easy Transfer. Windows Easy Transfer did not restore all my software or even my email settings, but I did give me back my wallpaper.

CLEAN INSTALL

I had to do a few clean installs: the first time after upgrading my motherboard and CPU, the second time after upgrading my hard drive (cloning the old drive failed and my disk backup image did not work). I know, I should have done it all at once.

The first clean install was flawless. The second clean install was fraught with problems. Windows would not let me repair nor do a clean install. ""On EFI systems, Windows can only be installed on GPT disks."" Lots of googling to solve this problem, and I did not find anything like what I finally did: I went to the ""advanced"" screen of the Windows setup screen and deleted all the partitions. That worked.

WINDOWS 7 VS. WINDOWS 8 AND VISTA

Compared to Vista, Windows 7 is very familiar. It feels stable. I haven't had it lock up or anything. I like the taskbar on the bottom of the screen. I like being able to see small screenshots of my work by hovering over the icons there. I like anchoring my most used software there.

We do have Windows 8 at home and I chose not to upgrade to that. Windows 8 is very cluttered and clunky. Everything takes far too many clicks, like taking a roundabout route just to turn off the machine. I consider Windows 8 a downgrade.

Yes, I do like Windows 7. It's very nice -- the best Windows system to upgrade to at the moment."

0.5,"The link that came with the product key card took me to the correct web page for downloading and, after creating an account, the software downloaded without a problem. Same for two other PCs. I've only had it running for two weeks, so I don't have long-term experience, but everything is OK so far. I can't say that the software has exceeded my expectations or especially wowed me, so 4 stars for ""I like it""."

0.5,satisfied

0.5,"Bento was released by the makers of FileMaker Pro with a very specific purpose. Interestingly, Bento was the name given to a layer in Apple's visionary OpenDoc architecture launched with System 7.5 in the mid 1990s.

Bento is a personal (as opposed to ""enterprise"" or networked) database that's meant to be as easy to use as the Mac itself. It has a carefully-identified set of features. These run parallel to those of iWork's Pages and Numbers. It could have been called i(Data)Base to aim at a comparable niche in the market. Bento complements Pages and Numbers nicely. The criticisms that some users (and reviewers) leveled at Bento, that it lacked, for example, scripting, Automator and network support, miss the point. It was never intended for those sorts of uses - or those types of users; look at FileMaker Pro for such extended power.

Bento was specifically designed and released without such features in order to concentrate on the less-experienced consumer and SOHO user. Some missing areas of functionality might be useful to the non-specialist user. On the whole, though, the balance between price and feature set, not to mention features, means that Bento can be safely recommended.

Bento is designed to accomplish everyday tasks using a pleasing and straightforward template-based interface The very fact that it is simple, has only one window, and just the right number and design of a few uncluttered menus adds to its accessibility and effectiveness as a flexible and powerful tool.

It only takes a quick glance at the lively, comprehensive and very well supported and moderated Bento forum to see how easy it is to achieve sophisticated date calculations and many-to-many implementation; Bento's apparent simplicity can be deceptive. Bento Users is another useful site. The documentation that comes with the product is excellent.

Everyday
FileMaker has compiled a list of some of the more likely projects that Bento can handle. These include:

* what FileMaker, Inc. calls ""virtually unlimited"" contact details
* coordinating events, parties, and fundraisers
* tracking projects, assignments, and deadlines
* prioritizing tasks; Bento has been used successfully in a Getting Things Done task management context
* inventories, donations, and items for sale
* track hours worked, payments due, invoicing
* rate service providers and sellers
* libraries for music, movies, and media
* store files and photos related to projects and events

and, rather cryptically, since this ought to be part of any good data model:

* connect related information together to see more details.

There are ample standalone products to achieve many of these tasks - Project Managers like OmniPlan and task management - the same company's OmniFocus. Bruji's outstanding BookPedia and CDPedia. There are dedicated time management and billing/invoice suites like TimeNet Pro - though none without some flaw; and iPhoto, Address Book and iCal themselves, with the last two of which Bento integrates closely.

It is what it is
So the criteria for MyMac's evaluation must not be, What's missing from Bento? Rather, how well does this reasonably-priced and robust Leopard-only product do what it's been designed to do?

First and foremost, then, is a courageous - and largely successful - attempt to make database design and management accessible to those who are not specialists or experts in such software, but who still have demanding needs such as some of those just mentioned.

Bento's main window consists of three panes:

The leftmost pane is the Source List of all your data Libraries. Libraries are Bento's top organizational level - like iPhoto 7's ""Events."" One Bento Library is for one set of data or project. Under these in the Source List are Bento's Collections; these are like iTunes' Playlists - subsets of the data in the Libraries. Then Smart Collections behave just as you would expect: they're Views updated in real time and as your filter criteria - or the records that matches them - change. You might, for example, want to create a Smart Collection of all unpaid invoices - as they get paid, they disappear; or of all unsold artifacts in a craft store - as they are sold, they disappear.

The records area is in the middle and is the largest pane. Data can be presented as a form (an individual record) or table of as many records as will fit into the space. You can have more than one form for any Library (each may display different fields - in different orders). This is emphasis on the user experience again; it drives the way you work. Each view is satisfactorily editable - columns can be dragged horizontally for display; you can chose which you will view too. The principles, of course, are analogous to those in FileMaker's ""Align"" routines and fit well with the sophisticated controls that Bento offers.

The Associated fields list for each Library is on the right. Fields are created here and dragged and dropped onto the Records area. There are only three attributes for each. There is also control over how many of these three panes will appear - you can focus on what you're doing.

This is a familiar interface; and it preserves the metaphors for data handling on which Bento rests. Similarly, searching, sorting, and summaries are all swift and intuitive. Searching can be very sophisticated and saved as a Smart Collection.

Note, though, that this means that there's no concept of separate datastores in Bento. All the data which you use Bento to maintain is managed in one place. You can still share Libraries with other users. Yet if you organize your data according to ""domains"" within your life (household, work, hobbies, friends, you may find it a disadvantage to access it all in and from one place by launching the Bento application itself as opposed to separately-located data files. On the other hand, this is very much in keeping with current Mac practice: it is the way that iCal, iPhoto, iTunes, iWeb (though not Pages or Numbers) all work. More evidence of the perceived target audience; for them it is assumed the task in hand is more important than file names, file management.

Data Types
Given these intentional restrictions, the substantial variety of data types (nineteen of them) which Bento handles is impressive: basic text, numbers, dates, drop-downs, Booleans, graphics, sounds, movies, ratings, addresses, phone numbers and e-mail addresses and more. There's also a FileMaker-like calculation field which can, for example, concatenate text and multiple fields values as well as perform simple mathematical operations. Inevitably there will be some function missing for someone, but on the whole it's comprehensive - and very easy to use.

Templates
For all its transparency, Bento is not a glorified Wizard. Fields can be controlled - use drag and drop. Fields are rearranged and resized with the mouse - usual Mac style. Some positioning and alignment of text is possible using a toolbar - though probably less than most people will come to want: five text sizes, no choice of fonts. One of the biggest hurdles that the marketing of Bento has to overcome is to make it plain that these are flexible means to an end - although the (new) user's first contact with the program will be the 20 templates that come with the software. These templates are shells; they are not one and the same as the data which they are used to present. If the designers of Bento have understood just what it is that a majority of users want in terms of the payoff between interface and ease of use as opposed to in depth functionality, then they have surely got a winner on their hands. The number of downloads (a quarter of a million) in the first few months since Bento became available suggests that is the case.

Address Book and iCal integration
By default Bento has Libraries for contacts, events, and tasks. These are the same as those in Leopard's Address Book and iCal; they are not synched. Although these Libraries can be removed - ""Disconnected"" - from Bento in its ""Home"" menu, to do so is to lose access to those applications' data. What's more, to edit in Bento - or worse delete - data that's derived from Address Book and iCal is to lose it directly from those same applications actually outside the Bento environment. Integration is tight: you could drag and drop a set of contacts from the Address Book Library right into Bento's Source list to create a Collection. This ""disconnection"" could usefully be supplemented by a preference letting you work from a duplicate and/or advising you that you could conceivably lose permanently (unless backed up) data of which you might have thought you were only working on a copy.

Import-Export
Bento supports only CSV (Comma Separated Value) for import and export of data, although there are ways aplenty to convert that after or before the fact. So that's a limitation only inasmuch as you may need another utility and two steps. The importer is drag-and-drop then Wizard-based and worked very well in testing. The Wizard asks which values from the file to be imported should correspond with which fields in Bento.

Relations
The way that Bento handles relations - the fields in other tables whose data you need to appear in the current one - is one of the program's main limitations: it's not a conventional relational database. But, again, it's an approach designed to give the greatest likely desired power with the simplest steps.

In your ""local"" Library you create a field of type ""Related Records List""; then you indicate from which Library you want to use data. Dropping that field on your form displays a small empty table corresponding to the ""remote"" Library. You click the ""Add related records from a list"" icon at the bottom of the inset table to see actual data. Bento displays the corresponding list of records from the associated library. Changing records in the one changes them in the other. Deleting a record in the ""local"" Library only deletes it only from the Related Records List (the ""local"" dataset) and not from the associated Library. This more closely follows the practice of removing a record from a Smart Folder, Collection or Playlist. It's a way of preventing mistakes - although not entirely logical, until you're used to it. It's also another example of ease of use; accessibility takes precedence. Note, too though, that Smart Collections cannot include data from related tables. That may be a significant restriction for some.

What is likely to be a real drawback, though, is the fact that by ""Related Records"" Bento means essentially a ""Portal"" to all the records in the ""remote"" Library. There is no concept of a ""Join"" using Primary and Foreign Keys. This means that you cannot be selective in the way you relate and view such records.

Conclusions
Bento is a package. A compromise. MyMac's advice is that - after reading this review - you match what it can do against your needs. Almost certainly you may have requirements which Bento seems unable to meet. But look closely. Sure, its interface is user-friendly - and more important, perhaps, Bento itself is easy to use. But this doesn't mean it's in any way crippled and ""less than"" comparable databases of this level of complexity - relational features aside.

It's much closer to Pages, Numbers, iPhoto, iTunes in feel and scope than it is to FileMaker. But prolonged use for this review has revealed that Bento can easily be made to do more than might be apparent even from glancing familiarity with the delightful sophistication of the interface.

Given some of the things that Bento can do, there's a remarkably high ratio between effort and result. Whether or not it's for you will depend firstly on whether you have Leopard. Then on your data handling requirements: total size of data set, complexity of relations and perhaps the way (or whether) you use iCal and Address Book. Then you should decide whether one of the absent features (scripting, full control over template fonts, a missing calculation, say) rules it out.

For many users the extremely pleasing appearance of Bento will be a winner. How nice to be able to work in a fully Mac-like environment using an inventory of - car parts.

A balance has been struck: users with complex, evolving and intricately relational databases may still be best with FileMaker Pro. Those for whom the lure of an elegant user interface is important and/or who want a direct equivalent of Numbers, Pages and iPhoto/iTunes and/or seamless integration with iCal and Address Book should look seriously at Bento. Download the trial, use it carefully and draw on the many sources of online help, remember its very reasonable price, decide whether you'll be able to make Bento do a variety of things for you larger than the dedicated software mentioned at the beginning of this review can do - and see!

Pros: the interface - it's good-looking, simple and easy to use; many data types supported; integration with Address Book and iCal; templates work with many types of file; works with iPhone and .Mac

Cons: the interface - the changes you can make to its appearance are somewhat limited; poor relational capabilities; mass updates to records not supported

MyMac.com Rating: 4 out of 5
Originally published at : [...]"

1,"Office XP is a great improvement over version of Office prior to 2000. Smart tags help to bring key features out that once were hidden from view, making it much easier to be productive in Office. Great improvements have been made in Access 2002 which is now much easier to use than its predecessor was, even easy enough that a novice user could figure out how to setup a basic database with little problem. PowerPoint 2002 also features some nice new transitions and other ""bells and whistles"" to help make your presentation look more professional. For those of you who may have created Binder files, in previous versions of Office, this feature is no longer available, however an unbind feature comes with Office XP. The downside that I have heard much about is the dreaded Product Activation. If you work within your license to use Office, you should never have any problems. My computer gets worked pretty hard, and I often have to reinstall Windows. Needless to say, Office has to be reactivated. Never once has MS staff refused to activate my product. This ""torment"" is really more dreaded than most users will ever find it to actually be. Be more productive with a copy of Office XP today!"

1,"Small, completely portable, inexpensive, and, best of all, WORKS GREAT and BETTER than expected!  I'm using this in my RV to take advantage of the public WiFi.  So glad I bought this & now I can watch streaming videos and music on YouTube, CNN.com, & other websites whereas before I could not get a strong enough signal."

0.5,"Overall this office suite is excellent.  A word of cautiuon for those who use Excel for Scientific and technical work: Visual Basic(entire suite) and the Analysis Toolpack have been removed from Excel 2008.  This applies to all office versions. Be careful that Microsoft is not in fact selling you a ""downgrade""."

-0.5,"I wrote a review of this product a few months ago that dinged it pretty hard. I had purchased it, tried it and shelved it. I took it off the shelf after someone challenged me to try working with it and to review it again. Well, not much has improved in my thinking. A few things are a little more convenient (after you get accustomed to them) but overall the program is a drag on time consumption and ease for writers (authors). The 'ribbon' is okay, but it takes up room so in the end I dump it (hide it) and work without it until I need to use it. I convert books to eBooks and at that time the Ribbon is okay, but not more efficient than Microsoft 2000, actually making hyperlinks in 2000 within a document or to the Net is a ton easier in MS Word 2000 than in this version. For some reason Microsoft must have felt that hyperlinks should be made as difficult as Adobe makes them in InDesign. MS Word 2010 provides a neat image compression button for Web use and eBook use but does not resize them, so in the end I use Photoshop for that. BTW, you can resize the image for your local printer, but that does not resize it for the Web or eReaders. IMHO, 2010 is better than 2007 but fails to improve on Word 2000 and is therefore, just another change for marketing purposes and not necessarily for those who need to create material. I have Microsoft Office 2000, Word 2003 and Word 2007. I dumped 2003 and 2007 (uninstalled them) and now use MS 2000 for the bulk of my work. I have kept MS Word 2010 installed, but find that I don't gravitate to it, simply because my time is too valuable to put up with the geeky stuff.

Edit December 19, 2012: I have now had MSWord 2010 for about 8 months. For writing copy, books, etc. I still prefer MS 2000. For making eBook files for others I use the MSWord 2010. A few updates have helped with hyperlinks, but that's about it. The picture compression is handy for making eReaders like Kindles, Nooks, and other EPUB and iBook files. MS 2010 does open all older files and you can save them in the older version format if you need to. But I confirm again that MS 2010 costs too much labor time to switch copy writing or the writing of books and other large documents from 2000 to 2010."

0.5,"I recently upgraded to this version of Quicken from Quicken 2010 Home & Business. I see very few changes that are not purely cosmetic. Although many users have complained about problems with Quicken 2013 Home & Business, I am not experiencing any obvious difficulties (except for one that I'll explain below). On the other hand, I am not doing anything particularly demanding. It's possible that I would be running into problems if I were using some of Quicken's advanced features.

The one difficulty I'm having stems from a change in my credit card number. I had previously linked Quicken with my credit card account. I received a new card with a new number. Quicken made me deactivate the account before it would take my new information, and when I reactivated the account and downloaded transactions, I wound up with a number of duplicate entries that I had to delete.

I've long used Quicken to track my finances. It has its quirks, flaws, and annoyances, but if there's something else out there that does the job better, I'm not aware of it.

Bottom line: If you already own a working version of Quicken Home & Business, you probably don't need to update. If you own a ""lesser"" version of Quicken and need the business features or you don't own Quicken at all, you might as well take the plunge."

1,This is great software

0.5,Worked but too expensive compared to competition.  I renewed and used it for many years but found a more reasonably priced item that I now use.

1,"If you listen to a lot of radio, then no doubt you've heard about these companies who offer online computer backup for an annual fee. But why do that when all you need is this software? And it's so flippin' easy to install and use, I can't imagine anyone who wants the assurance of recovering their invaluable computer info NOT getting this. You'll be glad you did!"

